id,responsable,campaña,fecha,latitud,longitud,rio,altura (msnm),velocidad_media (m/s),caudal (m3/s),conductividad específica (t ref. 25°c) (us/cm),oxígeno disuelto (mg/l o2),ph (u ph),sólidos disueltos totales (mg/l),sólidos suspendidos totales (mg/l),sólidos totales (mg/l),temperatura (c),calcio disuelto (mg/l ca),calcio total (mg/l ca),dureza total (mg/l caco3),magnesio disuelto (mg/l mg),magnesio total (mg/l mg),potasio disuelto (mg/l k),potasio total (mg/l k),sodio disuelto (mg/l na),sodio total (mg/l na),demanda bioquímica de oxígeno (mg/l o2),demanda química de oxígeno (mg/l o2),arsenico disuelto (ug/l as),arsenico total (ug/l as),cadmio disuelto (ug/l cd),cadmio total (ug/l cd),cobre disuelto (ug/l cu),cobre total (ug/l cu),cromo disuelto (ug/l cr),cromo total (ug/l cr),hierro disuelto (ug/l fe),hierro total (ug/l fe),manganeso disuelto (ug/l mn),manganeso total (ug/l mn),mercurio disuelto (ug/l hg),mercurio total (ug/l hg),niquel disuelto (ug/l ni),niquel total (ug/l ni),plata disuelto (ug/l ag),plata total (ug/l ag),plomo disuelto (ug/l pb),plomo total (ug/l pb),zinc disuelto (ug/l zn),zinc total (ug/l zn),arsenico suspensión (mg/kg as),cadmio suspensión (mg/kg cd),cobre suspensión (mg/kg cu),cromo suspensión (mg/kg cr),hierro suspensión (mg/kg fe),manganeso suspensión (mg/kg mn),niquel suspensión (mg/kg ni),plomo suspensión (mg/kg pb),zinc en suspensión (mg/kg zn),turbiedad (unt),plata suspensión (mg/kg ag),mercurio suspensión (mg/kg hg),ph (mv) (mv),salinidad (sal),saturación de oxígeno (%),alcalinidad total (mg/l caco3),cloruros (mg/l cl -),sulfatos (mg/l so4=),fósforo disuelto (mg/l po4),fósforo total (mg/l po4),nitrato (mg/l no3),nitrito (mg/l no2),nitrógeno amoniacal (mg/l nh4),nitrógeno total kjeldahl (mg/l n),carbono organico disuelto (mg/l),coliformes fecales (en nmp) (nmp/100 ml),coliformes totales (en nmp) (nmp/100 ml),cianuros libre (mg/l cn-),fenoles (mg/l c6h6o),sulfuros (mg/l s=),aerobios mesófilos totales (en ufc) (ufc/100 ml),coliformes fecales (en ufc) (ufc/100 ml),coliformes totales (en ufc) (ufc/100 ml),cianuros libre (cn-),sulfuros (s=),cianuros (mg/l cn-),color (u ptco),boro disuelto (ug/l b),boro total (ug/l b),selenio disuelto (ug/l se),selenio total (ug/l se),hidrocarburos totales (mg/l),boro suspensión (mg/kg b),selenio suspensión (mg/kg se),cobre total (cu),cromo disuelto (cr),cromo total (cr),hierro disuelto (fe),hierro total (fe),manganeso disuelto (mn),manganeso total (mn),mercurio disuelto (hg),mercurio total (hg),niquel disuelto (ni),niquel total (ni),plata disuelto (ag),plata total (ag),plomo disuelto (pb),plomo total (pb),selenio disuelto (se),selenio total (se),zinc disuelto (zn),zinc total (zn),fenoles (c6h6o),aerobios mesófilos totales (en ufc) (ufc/ml),hidrocarburos totales (),cadmio total (cd),cobre disuelto (cu),fósforo total (po4),arsenico total (as),boro disuelto (b),boro total (b),cadmio disuelto (cd),demanda bioquímica de oxígeno (o2),demanda química de oxígeno (o2),arsenico disuelto (as),magnesio total (mg),potasio disuelto (k),sodio disuelto (na),sulfatos (so4=),nitrato (no3),nitrito (no2),nitrógeno amoniacal (nh4),fósforo disuelto (po4),alcalinidad fenolftaleina (mg/l caco3),turbiedad (ntu),bismuto disuelto (ug/l bi),bismuto total (ug/l bi),talio disuelto (ug/l tl),talio total (ug/l tl),bismuto suspensión (mg/kg bi),talio en suspensión (mg/kg tl),presión parcial (mm hg),resistividad (ohm.cm),bismuto total (bi),talio disuelto (tl),talio total (tl),bismuto disuelto (bi),aerobios mesófilos totales (en nmp) (nmp/100 ml),cianuros (cn-),coliformes totales (en ufc) (),coliformes totales (en nmp) (),alcalinidad total (caco3),dureza total (caco3),magnesio disuelto (mg),potasio total (k),sodio total (na),nitrógeno total kjeldahl (n),aerobios mesófilos totales (en ufc) (),coliformes fecales (en nmp) (),coliformes fecales (en ufc) (),ph en laboratorio (u ph),sólidos sedimentables (ml/l),calcio disuelto (ca),calcio total (ca),cloruros (cl -),carbono orgánico total (mg/l)
344, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-18 06:30:00,-20.7424,-65.2405,Tumusla,2329.0,0.522,3.0,1303.0,5.3,8.42,1020.0,210.0,1505.0,17.4,80.0,98.4,597.86,90.49,114.92,4.86,4.99,60.73,91.53,1.0,21.0,5.0,12.0,0.05,1.0,1.0,17.0,0.1,12.0,461.0,8902.0,28.0,,,,,,,,,,,,33.33,,80.95,57.14,40195.24,1885.71,71.43,48.29,352.38,386.0,,,-104.0,0.4,75.0,149.14,115.85,372.9,0.03,0.03,0.04,0.03,0.27,0.42,,500000.0,2200000.0,,,,,,,,1.0,,4.0,1148.0,1492.0,,,,1638.1,,,,,,,,424.0,0.04,,3.0,18.0,0.05,1.0,0.1,15.0,1.0,1.0,14.0,88.0,0.001,41000.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-16 14:10:00,-19.5784,-65.8032,Aljamayu,0.0,0.547,0.0,1449.0,3.14,7.92,1094.0,465.0,1558.0,20.1,167.95,168.48,,12.37,12.37,28.5,28.5,61.7,61.7,76.0,83.0,16.0,523.0,16.0,78.0,32.0,627.0,0.1,13.0,1357.0,32970.0,721.0,1856.0,0.04,0.68,13.0,36.0,0.05,11.0,0.1,335.0,1178.0,19857.0,1090.32,133.33,1279.57,27.96,67984.95,2440.86,49.46,659.14,40169.89,435.0,23.66,1.46,-76.0,0.5,53.6,155.0,95.2,295.1,0.12,0.12,5.18,0.02,44.6,54.6,29.0,,,0.002,0.001,0.001,0.0,12.0,530.0,,,,54.0,266.0,288.0,1.0,1.0,0.1,47.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-16 15:25:00,-19.4721,-65.7934,Tarapaya,0.0,0.347,1.0,1407.0,4.03,7.56,1204.0,176.0,1379.0,20.3,191.43,191.43,554.9,18.74,18.74,16.8,16.8,70.0,73.4,21.0,25.0,13.0,237.0,7.0,32.0,5.0,154.0,0.1,9.0,1251.0,21514.0,879.0,1811.0,0.04,0.103,12.0,25.0,0.05,2.0,0.1,137.0,1854.0,12450.0,1272.73,142.05,846.59,51.14,115130.68,5295.45,73.86,682.95,60204.55,180.0,11.36,0.57,-55.0,0.5,67.8,100.0,138.5,412.3,0.03,0.06,2.98,0.1,26.84,7.0,12.0,,,0.002,0.001,0.001,0.0,0.0,21.0,,,,9.0,308.0,438.0,1.0,1.0,0.1,738.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-15 13:45:00,-19.3601,-65.1707,Pilcomayo,2297.0,0.757,8.0,1043.0,5.0,8.29,690.0,3280.0,4415.0,22.8,60.2,67.42,234.7,20.3,24.36,4.59,5.13,131.07,144.51,1.0,350.0,4.0,82.0,0.05,6.0,1.0,135.0,0.1,75.0,385.0,102338.0,14.0,2411.0,0.06,0.495,3.0,106.0,0.05,1.0,0.1,111.0,4.0,814.0,23.78,1.83,41.16,22.87,31083.23,730.79,31.4,32.44,246.95,470.0,0.3,0.13,-98.0,0.3,75.3,133.03,172.03,180.7,0.09,0.12,1.11,0.26,0.54,1.12,,11000.0,90000.0,,0.001,1.0,,,,,,,11.0,774.0,1133.0,1.0,1.0,0.1,109.45,,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-09 15:15:00,-21.5037,-65.7069,Tupiza,0.0,0.32,0.0,1708.0,4.96,8.84,1470.0,25.0,1495.0,27.5,110.74,118.53,761.2,104.53,112.97,7.2,7.4,108.1,109.2,5.0,8.0,2.0,5.0,0.05,1.0,1.0,2.0,0.1,8.0,840.0,763.0,74.0,110.0,0.04,0.103,6.0,8.0,0.05,1.0,0.1,5.0,14.0,17.0,120.0,,80.0,316.0,,1440.0,80.0,,120.0,10.9,,4.0,-132.0,0.7,88.3,150.0,112.5,453.1,1.53,1.59,2.52,0.02,0.97,4.2,8.0,,,0.002,0.001,0.001,0.0,0.0,15.0,,,,4.0,1861.0,2420.0,1.0,1.0,0.1,22360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-08 13:00:00,-22.5258,-66.3476,Orosmayo,0.0,0.299,0.0,1496.0,3.95,8.37,946.0,34.0,981.0,25.2,55.52,53.02,208.0,18.02,18.36,19.7,19.8,214.3,215.0,5.0,5.0,14.0,25.0,4.0,5.0,2.0,10.0,0.1,10.0,239.0,337.0,4.0,14.0,0.183,0.1,2.0,12.0,0.05,1.0,0.1,9.0,38.0,93.0,323.53,29.41,235.29,294.12,2882.35,294.12,294.12,,1617.65,1.92,,,-103.0,0.6,70.4,335.0,372.1,68.0,0.21,0.21,0.01,0.02,0.23,4.2,4.0,,,0.002,0.005,0.001,0.0,0.0,12.0,,,,13.0,1443.0,15740.0,3.0,1.0,0.1,420500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-09 12:25:00,-21.5611,-65.6476,San Juan del Oro,3000.0,0.289,0.0,1331.0,5.35,8.69,1088.0,71.0,1159.0,25.6,90.42,89.79,557.4,79.22,80.91,7.2,7.2,91.3,91.9,5.0,3.0,2.0,6.0,0.05,1.0,1.0,4.0,0.1,9.0,594.0,2104.0,8.0,78.0,0.04,0.1,5.0,11.0,0.05,1.0,0.1,6.0,8.0,20.0,56.34,,56.34,126.76,21267.61,985.92,84.51,,169.01,52.7,,,-122.0,0.5,89.4,340.0,95.2,665.0,0.09,0.12,0.01,0.02,0.01,5.6,5.0,,,0.002,0.004,0.001,0.0,0.0,8.0,,,,14.0,1851.0,3038.0,1.0,1.0,0.1,16718.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-08 17:15:00,-22.0979,-65.5869,La Quiaca,3756.0,0.335,0.0,1201.0,0.67,8.04,672.0,62.0,735.0,23.9,55.52,53.65,248.5,27.47,27.81,22.6,22.7,112.6,114.9,73.0,93.0,6.0,16.0,1.0,1.0,4.0,17.0,2.0,11.0,399.0,1189.0,85.0,137.0,0.04,0.148,1.0,11.0,1.0,2.0,2.0,10.0,,,161.29,,209.68,145.16,12741.94,838.71,177.42,,1612.9,119.0,32.26,2.42,-84.0,0.4,11.9,130.0,136.7,70.1,16.28,17.42,4.22,0.02,55.4,11.2,32.0,,,,,,0.0,10.0,108.0,0.002,0.001,,82.0,790.0,1276.0,3.0,1.0,,7838.71,,,,,,,,,,,,,,,,,,,11.0,111.0,0.007,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-18 08:45:00,-21.2392,-65.2093,San Juan del Oro,2311.0,0.163,0.0,1975.0,4.94,8.08,1586.0,30.0,1692.0,19.8,175.05,201.3,869.94,101.76,125.16,5.67,6.74,143.36,149.34,1.0,21.0,4.0,6.0,0.05,1.0,1.0,11.0,0.1,8.0,,1088.0,186.0,302.0,0.04,0.1,6.0,10.0,0.05,1.0,0.1,10.0,19.0,48.0,66.67,,366.67,266.67,,3866.67,133.33,144.33,966.67,4.5,,,-86.0,0.8,73.0,214.76,121.12,844.6,0.03,0.03,0.04,0.03,0.18,0.35,,1300.0,9000.0,,,,,,,,1.0,,2.0,2010.0,3954.0,1.0,1.0,,64800.0,,,,,1250.0,,,,,,,,,,,,,,,,0.001,800.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-21 06:40:00,-21.1531,-64.231,Pilaya,824.0,0.598,11.0,662.0,5.96,7.72,560.0,11800.0,12767.5,23.9,56.24,68.61,275.66,30.7,38.37,2.16,5.12,30.96,42.15,1.0,930.0,1.0,76.0,0.05,6.0,1.0,296.0,0.1,267.0,461.0,296535.0,2.0,8231.0,0.04,0.1,3.0,428.0,0.05,1.0,0.1,322.0,7.0,1040.0,6.44,0.51,25.0,22.63,25091.02,697.37,36.02,27.11,87.54,1100.0,,,-66.0,0.1,78.0,59.65,24.58,228.7,0.03,0.06,1.86,0.16,2.51,4.18,,140000.0,280000.0,,0.001,1.0,,,,,,,28.0,275.0,365.0,1.0,1.0,0.1,7.63,,,,,,,,,,,,,,,,,,,,,,51000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-20 17:00:00,-20.9138,-64.1105,Pilcomayo,1090.0,0.77,73.0,1182.0,4.9,7.97,765.0,5095.0,6000.0,27.2,32.25,40.18,322.2,55.18,67.87,7.83,8.09,138.3,147.53,1.0,860.0,4.0,23.0,0.05,4.0,1.0,118.0,0.1,83.0,444.0,113563.0,18.0,4338.0,0.04,0.43,,,,,,,,,3.73,0.79,23.16,16.29,22201.96,847.89,34.94,18.09,163.69,1100.0,,0.08,-81.0,0.4,66.4,140.19,179.05,234.4,0.06,,0.84,0.3,0.72,1.54,,1100.0,5000.0,,,,,,,,1.0,,14.0,437.0,534.0,,,,19.04,,,,,,,,,,,3.0,181.0,0.05,1.0,0.1,100.0,1.0,1.0,7.0,841.0,0.001,9000.0,0.1,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-20 07:00:00,-21.2588,-63.5115,Pilcomayo,407.0,0.181,33.0,1090.0,5.23,8.24,710.0,910.0,1940.0,25.6,31.68,38.02,286.4,51.73,64.14,3.78,4.05,114.69,118.02,1.0,75.0,3.0,,,,,,,,,,,,,,,,,,,,,,19.78,2.2,34.07,30.77,33095.6,1086.81,37.36,36.51,165.93,1020.0,,0.2,-97.0,0.3,68.4,119.91,168.52,238.8,0.03,0.03,0.71,0.1,0.36,0.84,,5000.0,9000.0,,,,,,,,1.0,,13.0,,,,,,87.91,,31.0,0.1,28.0,406.0,30523.0,1.0,989.0,0.04,0.18,2.0,36.0,0.05,1.0,0.1,37.0,1.0,1.0,6.0,157.0,0.001,600.0,0.1,2.0,1.0,,21.0,424.0,504.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-28 16:30:00,-22.378,-62.5184,Pilcomayo,0.0,,,1104.0,,8.07,1146.0,4248.0,5444.0,33.0,85.0,,357.0,34.8,,10.0,,110.0,,2.0,12.0,3.0,28.0,0.05,2.0,2.0,93.0,0.1,95.0,529.0,97278.0,2.0,2827.0,0.04,0.29,3.0,118.0,0.05,1.0,0.1,95.0,8.0,423.0,5.89,0.47,21.42,22.36,22775.19,665.02,27.07,20.01,97.69,1100.0,,0.07,-88.0,0.3,,119.0,116.0,310.0,,0.64,9.0,0.03,0.3,,,,,,0.02,,,,,,,,28.0,366.0,554.0,1.0,1.0,2.0,44.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-29 13:45:00,-22.6637,-62.1991,La Estrella,0.0,,,1173.0,,7.99,966.0,2786.0,3802.0,34.4,85.0,,341.0,31.0,,11.0,,136.0,,2.0,19.0,3.0,30.0,0.05,2.0,2.0,138.0,0.1,92.0,550.0,88925.0,6.0,2351.0,0.04,0.304,3.0,97.0,0.05,1.0,0.1,92.0,8.0,306.0,9.69,0.72,48.82,33.02,31721.11,841.71,33.74,29.07,106.96,,,0.11,-84.0,0.4,,127.0,126.0,334.0,,1.53,11.0,0.03,0.24,,,430.0,2400.0,,0.02,,,,,,,,2.0,400.0,645.0,1.0,1.0,2.0,87.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358, Unidad de Monitoreo y Centro de Datos,Octubre 2011,2011-10-25 12:10:00,-24.7483,-58.8331,Pilcomayo,0.0,,,45700.0,5.39,8.57,58675.2,10.8,58686.0,27.3,754.78,754.8,4998.0,756.6,756.6,18.13,19.63,8897.86,10499.1,10.8,1116.28,13.0,25.0,1.0,1.0,5.0,14.0,,,,,,,,,,,,,,,,,1111.11,,833.33,1018.52,,4444.44,1296.3,,4722.22,2.6,,,-117.0,29.7,66.5,559.35,11496.4,13552.0,2.14,2.69,0.04,0.005,0.02,0.194,,,,,,,,100.0,600.0,,0.001,,60.0,1466.0,7809.0,,,,587314.81,5925.93,,1.0,11.0,1485.0,1478.0,11.0,59.0,0.04,0.1,1.0,14.0,1.0,1.0,1.0,2.0,7.0,71.0,29.0,80.0,0.001,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359, Unidad de Monitoreo y Centro de Datos,Octubre 2011,2011-10-24 12:40:00,-25.2642,-57.7244,Pilcomayo,17.0,,,247.0,3.42,6.81,166.7,7.3,174.0,30.0,7.73,7.75,31.6,2.96,2.97,3.44,3.58,30.87,30.9,5.4,97.28,1.0,4.0,1.0,1.0,3.0,41.0,1.0,11.0,540.0,1785.0,60.0,79.0,0.04,0.1,1.0,10.0,1.0,1.0,1.0,22.0,4.0,28.0,547.95,,5205.48,1506.85,170547.95,2602.74,1369.86,2542.47,3287.67,11.3,,,-13.0,0.0,46.3,33.66,39.99,43.3,0.17,0.36,0.06,0.02,0.07,0.176,,,,,0.001,0.001,,1060.0,6400.0,,,,200.0,49.0,74.0,1.0,1.0,0.05,3424.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360, Unidad de Monitoreo y Centro de Datos,Octubre 2011,2011-10-24 09:10:00,-25.7878,-58.0214,Montelindo,0.0,,,5800.0,5.59,8.15,4094.3,25.7,4120.0,28.1,132.5,132.6,678.3,84.33,84.34,7.6,7.79,1018.2,1024.95,4.5,217.9,3.0,11.0,1.0,1.0,2.0,11.0,1.0,11.0,386.0,1789.0,45.0,430.0,0.04,0.1,1.0,15.0,1.0,1.0,1.0,9.0,7.0,26.0,311.28,,350.19,428.02,54591.44,14980.54,583.66,54.47,739.3,36.7,,,-93.0,3.1,71.6,265.32,1099.7,2177.5,1.58,2.36,0.04,0.008,0.05,0.312,,,,,0.001,0.001,,220.0,1200.0,,,,120.0,890.0,1769.0,5.0,1.0,0.49,34202.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361, Unidad de Monitoreo y Centro de Datos,Octubre 2011,2011-10-24 11:25:00,-25.2654,-57.7288,Porteño,65.0,,,519.0,3.08,7.15,347.9,10.1,358.0,29.2,21.22,21.22,78.54,6.19,6.2,4.68,4.68,66.7,66.71,5.4,118.84,1.0,,,,,,,,,,,,,,,,,,,,,,594.06,,,891.09,156831.68,4752.48,1089.11,427.72,396.04,21.2,,,-33.0,0.0,40.1,78.21,69.98,88.17,0.34,0.71,0.33,0.052,0.21,0.299,,,,,,,,480.0,5200.0,,0.001,,200.0,,,,,,5247.52,,4.0,1.0,9.0,570.0,2154.0,302.0,350.0,0.04,0.1,1.0,11.0,1.0,1.0,1.0,9.0,1.0,1.0,8.0,12.0,0.001,,0.94,1.0,6.0,,6.0,117.0,170.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362, Unidad de Monitoreo y Centro de Datos,Octubre 2011,2011-10-27 14:20:00,-25.1076,-57.5472,Confuso,0.0,,,263.0,3.16,6.62,208.1,1.9,210.0,26.2,6.52,6.53,25.5,2.23,2.23,4.7,5.02,38.0,38.2,7.8,101.17,1.0,5.0,1.0,1.0,4.0,5.0,1.0,13.0,748.0,3107.0,95.0,117.0,0.04,0.1,1.0,10.0,1.0,1.0,2.0,8.0,4.0,18.0,2631.58,,526.32,6842.11,1241578.95,11578.95,5263.16,1736.84,7368.42,36.8,,,-1.0,0.0,38.4,24.5,54.98,9.05,0.23,0.49,0.59,0.041,0.03,0.155,,,,,0.001,0.001,,1280.0,4000.0,,,,200.0,41.0,54.0,2.0,1.0,0.05,6842.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363, Unidad de Monitoreo y Centro de Datos,Octubre 2011,2011-10-12 10:20:00,-23.5691,-60.5221,Pilcomayo,152.0,,,1909.0,3.6,7.49,1293.0,21.0,1314.0,26.8,153.0,153.52,646.4,63.78,63.86,12.97,12.99,230.4,230.48,2.2,41.51,5.0,4.0,0.05,1.0,1.0,3.0,0.1,8.0,586.0,782.0,134.0,114.0,0.04,0.1,4.0,16.0,0.05,1.0,0.1,16.0,6.0,12.0,,,142.86,380.95,9333.33,,571.43,144.29,285.71,33.3,,,-53.0,0.8,48.1,187.86,299.91,357.12,0.27,0.55,0.05,0.028,0.11,0.132,,,,,0.001,0.001,,100.0,20800.0,,,,30.0,911.0,563.0,1.0,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-16 12:15:00,-19.5846,-65.7933,Jayajmayu,0.0,,,5120.0,3.68,2.61,9012.0,285.0,9297.0,25.0,73.73,73.73,,45.85,46.34,0.4,0.4,57.2,57.8,5.0,2.0,3928.0,12343.0,1834.0,4422.0,5390.0,16703.0,21.0,64.0,151337.0,521819.0,7952.0,24497.0,0.04,0.1,204.0,552.0,3.0,20.0,22.0,319.0,269320.0,785939.0,29526.32,9080.7,39694.74,150.88,1299936.84,58052.63,1221.05,1117.89,1812698.25,,59.65,,236.0,2.7,68.0,5.0,337.5,1171.3,11.38,11.38,2.29,0.02,21.39,7.0,2.0,,,0.002,,0.001,,,,,,,348.0,527.0,2051.0,32.0,64.0,,5347.37,112.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365, Unidad de Monitoreo y Centro de Datos,Noviembre 2011,2011-11-16 11:55:00,-19.5845,-65.7933,Dique Colas San Antonio,0.0,,,1912.0,4.2,10.85,1868.0,105.0,1973.0,23.3,346.49,347.42,,7.4,8.39,22.4,22.7,42.4,43.5,59.0,67.0,16.0,68.0,0.05,3.0,8.0,81.0,0.1,9.0,2547.0,5677.0,1.0,1316.0,0.04,0.1,16.0,20.0,0.05,1.0,12.0,605.0,24.0,3706.0,495.24,28.57,695.24,85.71,29809.52,12533.33,38.1,5548.57,35066.67,,9.52,,-249.0,0.8,75.9,50.0,33.8,733.4,0.03,0.06,2.98,7.7,13.11,4.2,25.0,,,0.002,,0.001,,,,,,,24.0,66.0,26060.0,2.0,1.0,,247561.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366, Unidad de Monitoreo y Centro de Datos,Diciembre 2011,2011-12-18 14:45:00,-24.4087,-60.3341,La Estrella,0.0,,,680.0,4.81,7.47,430.0,8.0,448.0,28.4,,,,,,,,,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,-55.0,0.1,64.2,,,,,11.22,,,,,,30.0,11000.0,,0.02,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393, Unidad de Monitoreo y Centro de Datos,Febrero 2012,2012-02-15 08:50:00,-19.6019,-65.7344,De la Ribera,618.0,,,202.0,4.78,7.25,194.0,1.0,194.0,12.1,21.49,21.53,65.1,2.61,2.75,3.8,7.5,10.4,14.9,7.0,10.0,13.0,5.0,1.0,1.0,3.0,4.0,0.1,7.0,90.0,368.0,6.0,13.0,0.096,0.202,1.0,1.0,0.1,1.0,0.1,8.0,77.0,109.0,,0.0,1000.0,7000.0,278000.0,7000.0,,4200.0,32000.0,1.34,,100.0,-28.0,0.0,75.2,50.0,9.8,42.9,0.15,0.15,0.01,0.02,0.06,4.2,9.0,,,0.002,,0.001,0.0,0.0,2.0,,,,8.0,174.0,176.0,1.0,1.0,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394, Unidad de Monitoreo y Centro de Datos,Febrero 2012,2012-02-14 18:00:00,-20.4869,-65.6175,Tumusla,738.3,,,474.0,5.12,7.98,426.0,26428.0,26854.0,19.1,30.7,31.21,137.3,14.72,19.97,3.3,5.0,29.9,38.4,14.0,17.0,1.0,96.0,0.05,10.0,1.0,271.0,0.1,191.0,139.0,274174.0,14.0,5990.0,0.04,1.463,1.0,315.0,0.05,1.0,0.1,325.0,3.0,1950.0,3.63,0.38,10.25,7.23,10369.12,226.12,11.92,12.17,73.67,1100.0,0.04,0.06,-72.0,0.0,76.0,25.0,25.9,106.2,0.06,0.89,0.01,0.02,0.14,7.0,11.0,,,0.002,,0.001,0.0,15.0,421.0,,,,33.0,639.0,923.0,1.0,1.0,,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395, Unidad de Monitoreo y Centro de Datos,Febrero 2012,2012-02-14 16:10:00,-20.8208,-65.6658,Cotagaita,729.7,,,932.0,4.54,6.7,848.0,11814.0,12662.0,20.5,58.8,59.85,372.2,54.73,61.61,5.7,7.3,31.7,43.6,5.0,7.0,3.0,599.0,0.4,6.0,1.0,400.0,0.1,140.0,237.0,252330.0,620.0,3568.0,0.04,1.045,34.0,291.0,0.05,3.0,0.1,329.0,16.0,976.0,50.45,0.47,33.86,11.85,21338.5,249.53,21.75,27.37,81.26,1100.0,0.25,0.09,3.0,0.2,70.0,10.0,32.2,479.1,0.09,1.07,0.58,0.02,0.13,7.0,8.0,,,0.002,,0.001,0.0,8.0,132.0,,,,6.0,923.0,1335.0,1.0,1.0,,34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
